budget,target,rank,expr,value,cost,rel_err,family,sibling_or_trash
20,g_decode_alpha_ge,14,((3)-((3/5)/(1/5)) * e)^3,1.7591145028501428e-45,20,0.004170032987932932,pow,TRASH_BROAD_GRAMMAR
20,g_decode_alpha_ge,15,(((alpha)^-2)^3 * (5)^3)^-3,1.762973941564679e-45,18,0.006373148643571824,pow,TRASH_BROAD_GRAMMAR
20,g_decode_alpha_ge,16,(((5)/((alpha)^2))^-3)^3,1.7629739415646795e-45,15,0.006373148643572179,pow,TRASH_BROAD_GRAMMAR
20,g_decode_alpha_ge,17,(1)/((((5)/((alpha)^2))^3)^3),1.7629739415646795e-45,17,0.006373148643572179,div,TRASH_BROAD_GRAMMAR
20,g_decode_alpha_ge,18,(1)/((((alpha)^-2 * 5)^3)^3),1.7629739415646795e-45,18,0.006373148643572179,div,TRASH_BROAD_GRAMMAR
20,g_decode_alpha_ge,19,(((5)/((alpha)^2))^3)^-3,1.7629739415646798e-45,15,0.006373148643572357,pow,TRASH_BROAD_GRAMMAR
20,g_decode_alpha_ge,20,(((alpha)^-2 * 5)^3)^-3,1.7629739415646798e-45,16,0.006373148643572357,pow,TRASH_BROAD_GRAMMAR
20,g_decode_alpha_ge,21,(((alpha)^2)^-3 * (5)^3)^-3,1.7629739415646798e-45,18,0.006373148643572357,pow,TRASH_BROAD_GRAMMAR
20,g_decode_alpha_ge,22,((((alpha)^2)/(5))^3)^3,1.7629739415646804e-45,14,0.006373148643572712,pow,TRASH_BROAD_GRAMMAR
20,g_decode_alpha_ge,23,(((alpha)^2 * 1/5)^3)^3,1.7629739415646804e-45,14,0.006373148643572712,pow,TRASH_BROAD_GRAMMAR
20,g_decode_alpha_ge,24,((((alpha)^2)/((1/5)^-1))^3)^3,1.7629739415646804e-45,15,0.006373148643572712,pow,TRASH_BROAD_GRAMMAR
20,g_decode_alpha_ge,25,(((alpha)^2)^3 * (5)^-3)^3,1.7629739415646804e-45,17,0.006373148643572712,pow,TRASH_BROAD_GRAMMAR
30,g_decode_alpha_ge,1,4/3 * alpha^21 * exp((-5/2)*alpha),1.751812647547939e-45,28,1.8539024855725e-6,alpha_exp_family,CANONICAL_G
30,g_decode_alpha_ge,2,((exp(2))-((e)^2))^3 * 5/2,1.7516230804060213e-45,19,0.0001063582933916758,mul,TRASH_BROAD_GRAMMAR
30,g_decode_alpha_ge,3,(((exp(2))-((e)^2))^3)/(2/5),1.7516230804060213e-45,19,0.0001063582933916758,div,TRASH_BROAD_GRAMMAR
30,g_decode_alpha_ge,4,(((3 * exp(e))^-3)^3)^3,1.7510016967113454e-45,17,0.00046106794087053026,pow,TRASH_BROAD_GRAMMAR
30,g_decode_alpha_ge,5,(((3 * exp(e))^-3)^-3)^-3,1.7510016967113454e-45,19,0.00046106794087053026,pow,TRASH_BROAD_GRAMMAR
30,g_decode_alpha_ge,6,(((3 * exp(e))^3)^-3)^3,1.7510016967113448e-45,17,0.0004610679408708855,pow,TRASH_BROAD_GRAMMAR
30,g_decode_alpha_ge,7,(((3 * exp(e))^3)^3)^-3,1.7510016967113445e-45,17,0.0004610679408710631,pow,TRASH_BROAD_GRAMMAR
30,g_decode_alpha_ge,8,(1)/((((3 * exp(e))^3)^3)^3),1.7510016967113445e-45,19,0.0004610679408710631,div,TRASH_BROAD_GRAMMAR
30,g_decode_alpha_ge,9,4/3 * alpha^21 * exp((-3)*alpha),1.7454324969160046e-45,26,0.0036401808031332346,alpha_exp_family,SIBLING_LOCAL_DEFORMATION
30,g_decode_alpha_ge,10,4/3 * alpha^21 * exp((-2)*alpha),1.758216119804833e-45,26,0.003657201486184264,alpha_exp_family,SIBLING_LOCAL_DEFORMATION
30,g_decode_alpha_ge,11,((((2 * alpha)^2)^2)^2)^3 * 1/5,1.744688108680157e-45,18,0.004065106160826503,mul,TRASH_BROAD_GRAMMAR
30,g_decode_alpha_ge,12,((((2 * alpha)^2)^2)^3)^2 * 1/5,1.744688108680157e-45,18,0.004065106160826503,mul,TRASH_BROAD_GRAMMAR
30,g_decode_alpha_ge,13,((((2 * alpha)^2)^3)^2)^2 * 1/5,1.7446881086801566e-45,18,0.00406510616082668,mul,TRASH_BROAD_GRAMMAR
30,g_decode_alpha_ge,14,((((2 * alpha)^3)^2)^2)^2 * 1/5,1.7446881086801566e-45,18,0.00406510616082668,mul,TRASH_BROAD_GRAMMAR
30,g_decode_alpha_ge,15,(((2/3)-(1))^-1 + 3 * e)^3,1.7591145028501428e-45,18,0.004170032987932932,pow,TRASH_BROAD_GRAMMAR
30,g_decode_alpha_ge,16,((exp(log(3)))-(3) * e)^3,1.7591145028501428e-45,19,0.004170032987932932,pow,TRASH_BROAD_GRAMMAR
30,g_decode_alpha_ge,17,((3)-((3/5)/(1/5)) * e)^3,1.7591145028501428e-45,20,0.004170032987932932,pow,TRASH_BROAD_GRAMMAR
30,g_decode_alpha_ge,18,(((alpha)^-2)^3 * (5)^3)^-3,1.762973941564679e-45,18,0.006373148643571824,pow,TRASH_BROAD_GRAMMAR
30,g_decode_alpha_ge,19,(((5)/((alpha)^2))^-3)^3,1.7629739415646795e-45,15,0.006373148643572179,pow,TRASH_BROAD_GRAMMAR
30,g_decode_alpha_ge,20,(1)/((((5)/((alpha)^2))^3)^3),1.7629739415646795e-45,17,0.006373148643572179,div,TRASH_BROAD_GRAMMAR
30,g_decode_alpha_ge,21,(1)/((((alpha)^-2 * 5)^3)^3),1.7629739415646795e-45,18,0.006373148643572179,div,TRASH_BROAD_GRAMMAR
30,g_decode_alpha_ge,22,(((5)/((alpha)^2))^3)^-3,1.7629739415646798e-45,15,0.006373148643572357,pow,TRASH_BROAD_GRAMMAR
30,g_decode_alpha_ge,23,(((alpha)^-2 * 5)^3)^-3,1.7629739415646798e-45,16,0.006373148643572357,pow,TRASH_BROAD_GRAMMAR
30,g_decode_alpha_ge,24,(((alpha)^2)^-3 * (5)^3)^-3,1.7629739415646798e-45,18,0.006373148643572357,pow,TRASH_BROAD_GRAMMAR
30,g_decode_alpha_ge,25,((((alpha)^2)/(5))^3)^3,1.7629739415646804e-45,14,0.006373148643572712,pow,TRASH_BROAD_GRAMMAR
40,g_decode_alpha_ge,1,4/3 * alpha^21 * exp((-5/2)*alpha),1.751812647547939e-45,28,1.8539024855725e-6,alpha_exp_family,CANONICAL_G
40,g_decode_alpha_ge,2,((exp(2))-((e)^2))^3 * 5/2,1.7516230804060213e-45,19,0.0001063582933916758,mul,TRASH_BROAD_GRAMMAR
40,g_decode_alpha_ge,3,(((exp(2))-((e)^2))^3)/(2/5),1.7516230804060213e-45,19,0.0001063582933916758,div,TRASH_BROAD_GRAMMAR
40,g_decode_alpha_ge,4,(((3 * exp(e))^-3)^3)^3,1.7510016967113454e-45,17,0.00046106794087053026,pow,TRASH_BROAD_GRAMMAR
40,g_decode_alpha_ge,5,(((3 * exp(e))^-3)^-3)^-3,1.7510016967113454e-45,19,0.00046106794087053026,pow,TRASH_BROAD_GRAMMAR
40,g_decode_alpha_ge,6,(((3 * exp(e))^3)^-3)^3,1.7510016967113448e-45,17,0.0004610679408708855,pow,TRASH_BROAD_GRAMMAR
40,g_decode_alpha_ge,7,(((3 * exp(e))^3)^3)^-3,1.7510016967113445e-45,17,0.0004610679408710631,pow,TRASH_BROAD_GRAMMAR
40,g_decode_alpha_ge,8,(1)/((((3 * exp(e))^3)^3)^3),1.7510016967113445e-45,19,0.0004610679408710631,div,TRASH_BROAD_GRAMMAR
40,g_decode_alpha_ge,9,4/3 * alpha^21 * exp((-3)*alpha),1.7454324969160046e-45,26,0.0036401808031332346,alpha_exp_family,SIBLING_LOCAL_DEFORMATION
40,g_decode_alpha_ge,10,4/3 * alpha^21 * exp((-2)*alpha),1.758216119804833e-45,26,0.003657201486184264,alpha_exp_family,SIBLING_LOCAL_DEFORMATION
40,g_decode_alpha_ge,11,((((2 * alpha)^2)^2)^2)^3 * 1/5,1.744688108680157e-45,18,0.004065106160826503,mul,TRASH_BROAD_GRAMMAR
40,g_decode_alpha_ge,12,((((2 * alpha)^2)^2)^3)^2 * 1/5,1.744688108680157e-45,18,0.004065106160826503,mul,TRASH_BROAD_GRAMMAR
40,g_decode_alpha_ge,13,((((2 * alpha)^2)^3)^2)^2 * 1/5,1.7446881086801566e-45,18,0.00406510616082668,mul,TRASH_BROAD_GRAMMAR
40,g_decode_alpha_ge,14,((((2 * alpha)^3)^2)^2)^2 * 1/5,1.7446881086801566e-45,18,0.00406510616082668,mul,TRASH_BROAD_GRAMMAR
40,g_decode_alpha_ge,15,(((2/3)-(1))^-1 + 3 * e)^3,1.7591145028501428e-45,18,0.004170032987932932,pow,TRASH_BROAD_GRAMMAR
40,g_decode_alpha_ge,16,((exp(log(3)))-(3) * e)^3,1.7591145028501428e-45,19,0.004170032987932932,pow,TRASH_BROAD_GRAMMAR
40,g_decode_alpha_ge,17,((3)-((3/5)/(1/5)) * e)^3,1.7591145028501428e-45,20,0.004170032987932932,pow,TRASH_BROAD_GRAMMAR
40,g_decode_alpha_ge,18,(((alpha)^-2)^3 * (5)^3)^-3,1.762973941564679e-45,18,0.006373148643571824,pow,TRASH_BROAD_GRAMMAR
40,g_decode_alpha_ge,19,(((5)/((alpha)^2))^-3)^3,1.7629739415646795e-45,15,0.006373148643572179,pow,TRASH_BROAD_GRAMMAR
40,g_decode_alpha_ge,20,(1)/((((5)/((alpha)^2))^3)^3),1.7629739415646795e-45,17,0.006373148643572179,div,TRASH_BROAD_GRAMMAR
40,g_decode_alpha_ge,21,(1)/((((alpha)^-2 * 5)^3)^3),1.7629739415646795e-45,18,0.006373148643572179,div,TRASH_BROAD_GRAMMAR
40,g_decode_alpha_ge,22,(((5)/((alpha)^2))^3)^-3,1.7629739415646798e-45,15,0.006373148643572357,pow,TRASH_BROAD_GRAMMAR
40,g_decode_alpha_ge,23,(((alpha)^-2 * 5)^3)^-3,1.7629739415646798e-45,16,0.006373148643572357,pow,TRASH_BROAD_GRAMMAR
40,g_decode_alpha_ge,24,(((alpha)^2)^-3 * (5)^3)^-3,1.7629739415646798e-45,18,0.006373148643572357,pow,TRASH_BROAD_GRAMMAR
40,g_decode_alpha_ge,25,((((alpha)^2)/(5))^3)^3,1.7629739415646804e-45,14,0.006373148643572712,pow,TRASH_BROAD_GRAMMAR
20,mw_over_mz,1,(exp((1)-((e)^-1)))-(1),0.8815963875316455,13,7.530944113694482e-5,sub,TRASH_BROAD_GRAMMAR
20,mw_over_mz,2,(3)-(e) + 3/5,0.8817181715409549,13,0.0002134601669311892,add,TRASH_BROAD_GRAMMAR
20,mw_over_mz,3,(3 + 3/5)-(e),0.881718171540955,13,0.00021346016693131513,sub,TRASH_BROAD_GRAMMAR
20,mw_over_mz,4,(4)-(2/5 + e),0.881718171540955,14,0.00021346016693131513,sub,TRASH_BROAD_GRAMMAR
20,mw_over_mz,5,exp(((log(((pi)^-1)^-1))^-1)-(1)),0.8812345356838778,15,0.0003351721621751529,exp,TRASH_BROAD_GRAMMAR
20,mw_over_mz,6,((e)^-2 + 1)^-1,0.8807970779778823,9,0.000831420396489877,pow,TRASH_BROAD_GRAMMAR
20,mw_over_mz,7,(1/3 + 4/5)^-1,0.8823529411764706,11,0.0009335373458311416,pow,TRASH_BROAD_GRAMMAR
20,mw_over_mz,8,(5)/(4 + 5/3),0.8823529411764706,15,0.0009335373458311416,div,TRASH_BROAD_GRAMMAR
20,mw_over_mz,9,log(3/4 + 5/3),0.8823891801984738,14,0.0009746465786459364,log,TRASH_BROAD_GRAMMAR
20,mw_over_mz,10,(exp((1/2)^3))^-1,0.8824969025845953,9,0.0010968459208368499,pow,TRASH_BROAD_GRAMMAR
20,mw_over_mz,11,exp(((1/2)-(1))^3),0.8824969025845955,11,0.0010968459208369758,exp,TRASH_BROAD_GRAMMAR
20,mw_over_mz,12,exp(((1)-((3)^2))^-1),0.8824969025845955,11,0.0010968459208369758,exp,TRASH_BROAD_GRAMMAR
20,mw_over_mz,13,exp(((1)-(3))^-3),0.8824969025845955,12,0.0010968459208369758,exp,TRASH_BROAD_GRAMMAR
20,mw_over_mz,14,exp(((1)-(3/2))^3),0.8824969025845955,12,0.0010968459208369758,exp,TRASH_BROAD_GRAMMAR
20,mw_over_mz,15,exp(((1)-((1/3)^-2))^-1),0.8824969025845955,12,0.0010968459208369758,exp,TRASH_BROAD_GRAMMAR
20,mw_over_mz,16,exp((((1)^2)-((3)^2))^-1),0.8824969025845955,12,0.0010968459208369758,exp,TRASH_BROAD_GRAMMAR
20,mw_over_mz,17,exp((((1)^-1)-((3)^2))^-1),0.8824969025845955,12,0.0010968459208369758,exp,TRASH_BROAD_GRAMMAR
20,mw_over_mz,18,exp(((2/4)-(1))^3),0.8824969025845955,13,0.0010968459208369758,exp,TRASH_BROAD_GRAMMAR
20,mw_over_mz,19,exp(((3/2)-(2))^3),0.8824969025845955,13,0.0010968459208369758,exp,TRASH_BROAD_GRAMMAR
20,mw_over_mz,20,exp(((2)-(4))^-3),0.8824969025845955,14,0.0010968459208369758,exp,TRASH_BROAD_GRAMMAR
20,mw_over_mz,21,exp(((3)-(5))^-3),0.8824969025845955,14,0.0010968459208369758,exp,TRASH_BROAD_GRAMMAR
20,mw_over_mz,22,exp(((2)-(5/2))^3),0.8824969025845955,14,0.0010968459208369758,exp,TRASH_BROAD_GRAMMAR
20,mw_over_mz,23,exp(((5/2)-(3))^3),0.8824969025845955,14,0.0010968459208369758,exp,TRASH_BROAD_GRAMMAR
20,mw_over_mz,24,exp((((1/3)^2)-(1))^-1 + 1),0.8824969025845955,14,0.0010968459208369758,exp,TRASH_BROAD_GRAMMAR
20,mw_over_mz,25,exp((((1/3)^2)-(1))^-1 + (1)^2),0.8824969025845955,15,0.0010968459208369758,exp,TRASH_BROAD_GRAMMAR
30,mw_over_mz,1,(exp((1)-((e)^-1)))-(1),0.8815963875316455,13,7.530944113694482e-5,sub,TRASH_BROAD_GRAMMAR
30,mw_over_mz,2,(3)-(e) + 3/5,0.8817181715409549,13,0.0002134601669311892,add,TRASH_BROAD_GRAMMAR
30,mw_over_mz,3,(3 + 3/5)-(e),0.881718171540955,13,0.00021346016693131513,sub,TRASH_BROAD_GRAMMAR
30,mw_over_mz,4,(4)-(2/5 + e),0.881718171540955,14,0.00021346016693131513,sub,TRASH_BROAD_GRAMMAR
30,mw_over_mz,5,exp(((log(((pi)^-1)^-1))^-1)-(1)),0.8812345356838778,15,0.0003351721621751529,exp,TRASH_BROAD_GRAMMAR
30,mw_over_mz,6,((e)^-2 + 1)^-1,0.8807970779778823,9,0.000831420396489877,pow,TRASH_BROAD_GRAMMAR
30,mw_over_mz,7,(1/3 + 4/5)^-1,0.8823529411764706,11,0.0009335373458311416,pow,TRASH_BROAD_GRAMMAR
30,mw_over_mz,8,(5)/(4 + 5/3),0.8823529411764706,15,0.0009335373458311416,div,TRASH_BROAD_GRAMMAR
30,mw_over_mz,9,log(3/4 + 5/3),0.8823891801984738,14,0.0009746465786459364,log,TRASH_BROAD_GRAMMAR
30,mw_over_mz,10,(exp((1/2)^3))^-1,0.8824969025845953,9,0.0010968459208368499,pow,TRASH_BROAD_GRAMMAR
30,mw_over_mz,11,exp(((1/2)-(1))^3),0.8824969025845955,11,0.0010968459208369758,exp,TRASH_BROAD_GRAMMAR
30,mw_over_mz,12,exp(((1)-((3)^2))^-1),0.8824969025845955,11,0.0010968459208369758,exp,TRASH_BROAD_GRAMMAR
30,mw_over_mz,13,exp(((1)-(3))^-3),0.8824969025845955,12,0.0010968459208369758,exp,TRASH_BROAD_GRAMMAR
30,mw_over_mz,14,exp(((1)-(3/2))^3),0.8824969025845955,12,0.0010968459208369758,exp,TRASH_BROAD_GRAMMAR
30,mw_over_mz,15,exp(((1)-((1/3)^-2))^-1),0.8824969025845955,12,0.0010968459208369758,exp,TRASH_BROAD_GRAMMAR
30,mw_over_mz,16,exp((((1)^2)-((3)^2))^-1),0.8824969025845955,12,0.0010968459208369758,exp,TRASH_BROAD_GRAMMAR
30,mw_over_mz,17,exp((((1)^-1)-((3)^2))^-1),0.8824969025845955,12,0.0010968459208369758,exp,TRASH_BROAD_GRAMMAR
30,mw_over_mz,18,exp(((2/4)-(1))^3),0.8824969025845955,13,0.0010968459208369758,exp,TRASH_BROAD_GRAMMAR
30,mw_over_mz,19,exp(((3/2)-(2))^3),0.8824969025845955,13,0.0010968459208369758,exp,TRASH_BROAD_GRAMMAR
30,mw_over_mz,20,exp(((2)-(4))^-3),0.8824969025845955,14,0.0010968459208369758,exp,TRASH_BROAD_GRAMMAR
30,mw_over_mz,21,exp(((3)-(5))^-3),0.8824969025845955,14,0.0010968459208369758,exp,TRASH_BROAD_GRAMMAR
30,mw_over_mz,22,exp(((2)-(5/2))^3),0.8824969025845955,14,0.0010968459208369758,exp,TRASH_BROAD_GRAMMAR
30,mw_over_mz,23,exp(((5/2)-(3))^3),0.8824969025845955,14,0.0010968459208369758,exp,TRASH_BROAD_GRAMMAR
30,mw_over_mz,24,exp((((1/3)^2)-(1))^-1 + 1),0.8824969025845955,14,0.0010968459208369758,exp,TRASH_BROAD_GRAMMAR
30,mw_over_mz,25,exp((((1/3)^2)-(1))^-1 + (1)^2),0.8824969025845955,15,0.0010968459208369758,exp,TRASH_BROAD_GRAMMAR
40,mw_over_mz,1,(exp((1)-((e)^-1)))-(1),0.8815963875316455,13,7.530944113694482e-5,sub,TRASH_BROAD_GRAMMAR
40,mw_over_mz,2,(3)-(e) + 3/5,0.8817181715409549,13,0.0002134601669311892,add,TRASH_BROAD_GRAMMAR
40,mw_over_mz,3,(3 + 3/5)-(e),0.881718171540955,13,0.00021346016693131513,sub,TRASH_BROAD_GRAMMAR
40,mw_over_mz,4,(4)-(2/5 + e),0.881718171540955,14,0.00021346016693131513,sub,TRASH_BROAD_GRAMMAR
40,mw_over_mz,5,exp(((log(((pi)^-1)^-1))^-1)-(1)),0.8812345356838778,15,0.0003351721621751529,exp,TRASH_BROAD_GRAMMAR
40,mw_over_mz,6,((e)^-2 + 1)^-1,0.8807970779778823,9,0.000831420396489877,pow,TRASH_BROAD_GRAMMAR
40,mw_over_mz,7,(1/3 + 4/5)^-1,0.8823529411764706,11,0.0009335373458311416,pow,TRASH_BROAD_GRAMMAR
40,mw_over_mz,8,(5)/(4 + 5/3),0.8823529411764706,15,0.0009335373458311416,div,TRASH_BROAD_GRAMMAR
40,mw_over_mz,9,log(3/4 + 5/3),0.8823891801984738,14,0.0009746465786459364,log,TRASH_BROAD_GRAMMAR
40,mw_over_mz,10,(exp((1/2)^3))^-1,0.8824969025845953,9,0.0010968459208368499,pow,TRASH_BROAD_GRAMMAR
40,mw_over_mz,11,exp(((1/2)-(1))^3),0.8824969025845955,11,0.0010968459208369758,exp,TRASH_BROAD_GRAMMAR
40,mw_over_mz,12,exp(((1)-((3)^2))^-1),0.8824969025845955,11,0.0010968459208369758,exp,TRASH_BROAD_GRAMMAR
40,mw_over_mz,13,exp(((1)-(3))^-3),0.8824969025845955,12,0.0010968459208369758,exp,TRASH_BROAD_GRAMMAR
40,mw_over_mz,14,exp(((1)-(3/2))^3),0.8824969025845955,12,0.0010968459208369758,exp,TRASH_BROAD_GRAMMAR
40,mw_over_mz,15,exp(((1)-((1/3)^-2))^-1),0.8824969025845955,12,0.0010968459208369758,exp,TRASH_BROAD_GRAMMAR
40,mw_over_mz,16,exp((((1)^2)-((3)^2))^-1),0.8824969025845955,12,0.0010968459208369758,exp,TRASH_BROAD_GRAMMAR
40,mw_over_mz,17,exp((((1)^-1)-((3)^2))^-1),0.8824969025845955,12,0.0010968459208369758,exp,TRASH_BROAD_GRAMMAR
40,mw_over_mz,18,exp(((2/4)-(1))^3),0.8824969025845955,13,0.0010968459208369758,exp,TRASH_BROAD_GRAMMAR
40,mw_over_mz,19,exp(((3/2)-(2))^3),0.8824969025845955,13,0.0010968459208369758,exp,TRASH_BROAD_GRAMMAR
40,mw_over_mz,20,exp(((2)-(4))^-3),0.8824969025845955,14,0.0010968459208369758,exp,TRASH_BROAD_GRAMMAR
40,mw_over_mz,21,exp(((3)-(5))^-3),0.8824969025845955,14,0.0010968459208369758,exp,TRASH_BROAD_GRAMMAR
40,mw_over_mz,22,exp(((2)-(5/2))^3),0.8824969025845955,14,0.0010968459208369758,exp,TRASH_BROAD_GRAMMAR
40,mw_over_mz,23,exp(((5/2)-(3))^3),0.8824969025845955,14,0.0010968459208369758,exp,TRASH_BROAD_GRAMMAR
40,mw_over_mz,24,exp((((1/3)^2)-(1))^-1 + 1),0.8824969025845955,14,0.0010968459208369758,exp,TRASH_BROAD_GRAMMAR
40,mw_over_mz,25,exp((((1/3)^2)-(1))^-1 + (1)^2),0.8824969025845955,15,0.0010968459208369758,exp,TRASH_BROAD_GRAMMAR
20,lambda_e2_over_mec2,1,(((((5)^2)^2)^3)^3 * e)^-3,1.6156827417632415e-77,17,0.0049814518637630424,pow,TRASH_BROAD_GRAMMAR
20,lambda_e2_over_mec2,2,(((((5)^2)^3)^2)^3 * e)^-3,1.6156827417632415e-77,17,0.0049814518637630424,pow,TRASH_BROAD_GRAMMAR
20,lambda_e2_over_mec2,3,(((((5)^2)^3)^3)^2 * e)^-3,1.6156827417632415e-77,17,0.0049814518637630424,pow,TRASH_BROAD_GRAMMAR
20,lambda_e2_over_mec2,4,(((((5)^3)^2)^2)^3 * e)^-3,1.6156827417632415e-77,17,0.0049814518637630424,pow,TRASH_BROAD_GRAMMAR
20,lambda_e2_over_mec2,5,(((((5)^3)^2)^3)^2 * e)^-3,1.6156827417632415e-77,17,0.0049814518637630424,pow,TRASH_BROAD_GRAMMAR
20,lambda_e2_over_mec2,6,(((((5)^3)^3)^2)^2 * e)^-3,1.6156827417632415e-77,17,0.0049814518637630424,pow,TRASH_BROAD_GRAMMAR
20,lambda_e2_over_mec2,7,(1)/((((((5)^2)^2)^3)^3 * e)^3),1.6156827417632413e-77,19,0.004981451863763161,div,TRASH_BROAD_GRAMMAR
20,lambda_e2_over_mec2,8,((((((5)^-3)^2)^3)^2)/(e))^3,1.6156827417632406e-77,17,0.004981451863763633,pow,TRASH_BROAD_GRAMMAR
20,lambda_e2_over_mec2,9,(5/3)/(((exp((2 * e)^2))^2)^3),1.604049565212058e-77,20,0.012145746030536671,div,TRASH_BROAD_GRAMMAR
20,lambda_e2_over_mec2,10,(5/3)/(((exp((2 * e)^2))^3)^2),1.604049565212058e-77,20,0.012145746030536671,div,TRASH_BROAD_GRAMMAR
20,lambda_e2_over_mec2,11,(5/3)/(((exp((e + e)^2))^2)^3),1.604049565212058e-77,20,0.012145746030536671,div,TRASH_BROAD_GRAMMAR
20,lambda_e2_over_mec2,12,(5/3)/(((exp((e + e)^2))^3)^2),1.604049565212058e-77,20,0.012145746030536671,div,TRASH_BROAD_GRAMMAR
20,lambda_e2_over_mec2,13,((exp((e)^3))^-3 * 1 + e)^3,1.598402853937843e-77,20,0.015623274327757987,pow,TRASH_BROAD_GRAMMAR
20,lambda_e2_over_mec2,14,(pi)/((((((3)^-3)^-3)^3)^3)^2),1.59774183968671e-77,18,0.01603036008999243,div,TRASH_BROAD_GRAMMAR
20,lambda_e2_over_mec2,15,(pi)/((((((3)^-3)^-3)^3)^2)^3),1.5977418396867097e-77,18,0.016030360089992667,div,TRASH_BROAD_GRAMMAR
20,lambda_e2_over_mec2,16,(pi)/((((((3)^-3)^2)^3)^-3)^3),1.5977418396867097e-77,18,0.016030360089992667,div,TRASH_BROAD_GRAMMAR
20,lambda_e2_over_mec2,17,(pi)/((((((3)^-3)^3)^2)^-3)^3),1.5977418396867097e-77,18,0.016030360089992667,div,TRASH_BROAD_GRAMMAR
20,lambda_e2_over_mec2,18,(pi)/((((((3)^-3)^3)^3)^-2)^3),1.5977418396867097e-77,18,0.016030360089992667,div,TRASH_BROAD_GRAMMAR
20,lambda_e2_over_mec2,19,(pi)/((((((3)^-3)^2)^3)^3)^-3),1.5977418396867095e-77,18,0.016030360089992785,div,TRASH_BROAD_GRAMMAR
20,lambda_e2_over_mec2,20,(pi)/((((((3)^-3)^3)^2)^3)^-3),1.5977418396867095e-77,18,0.016030360089992785,div,TRASH_BROAD_GRAMMAR
20,lambda_e2_over_mec2,21,(pi)/((((((3)^-3)^3)^3)^2)^-3),1.5977418396867095e-77,18,0.016030360089992785,div,TRASH_BROAD_GRAMMAR
20,lambda_e2_over_mec2,22,((((3 * 3)^-3)^3)^3)^3 * pi,1.5977418396867022e-77,20,0.016030360089997274,mul,TRASH_BROAD_GRAMMAR
20,lambda_e2_over_mec2,23,(((((3)^3)^-3)^-3)^-3)^2 * pi,1.5977418396867009e-77,19,0.0160303600899981,mul,TRASH_BROAD_GRAMMAR
20,lambda_e2_over_mec2,24,(((((3)^3)^-3)^3)^-3)^-2 * pi,1.5977418396867009e-77,19,0.0160303600899981,mul,TRASH_BROAD_GRAMMAR
20,lambda_e2_over_mec2,25,((((3 * 3)^3)^-3)^3)^3 * pi,1.5977418396867007e-77,20,0.016030360089998218,mul,TRASH_BROAD_GRAMMAR
30,lambda_e2_over_mec2,1,4/3 * alpha^36 * exp((4)*alpha),1.6276739038621195e-77,28,0.0024033077760352703,alpha_exp_family,SIBLING_ALPHA_FAMILY_OTHER
30,lambda_e2_over_mec2,2,4/3 * alpha^36 * exp((3)*alpha),1.6158394262125398e-77,27,0.00488495771350298,alpha_exp_family,SIBLING_ALPHA_FAMILY_OTHER
30,lambda_e2_over_mec2,3,(((((5)^2)^2)^3)^3 * e)^-3,1.6156827417632415e-77,17,0.0049814518637630424,pow,TRASH_BROAD_GRAMMAR
